scenario_id,probability,period,station_id,demand_units
S1,0.2,1,C001,147
S1,0.2,1,C002,154
S1,0.2,1,C003,161
S1,0.2,1,C004,168
S1,0.2,1,C005,175
S1,0.2,1,C006,182
S1,0.2,1,C007,189
S1,0.2,1,C008,196
S1,0.2,1,C009,203
S1,0.2,1,C010,210
S1,0.2,1,C011,217
S1,0.2,1,C012,224
S1,0.2,1,C013,231
S1,0.2,1,C014,238
S1,0.2,1,C015,245
S1,0.2,1,C016,252
S1,0.2,1,C017,259
S1,0.2,1,C018,266
S1,0.2,1,C019,273
S1,0.2,1,C020,280
S1,0.2,1,C021,287
S1,0.2,1,C022,294
S1,0.2,1,C023,301
S1,0.2,1,C024,308
S1,0.2,1,C025,315
S1,0.2,1,C026,322
S1,0.2,1,C027,329
S1,0.2,1,C028,336
S1,0.2,1,C029,343
S1,0.2,1,C030,350
S1,0.2,1,C031,357
S1,0.2,1,C032,364
S1,0.2,1,C033,371
S1,0.2,1,C034,378
S1,0.2,1,C035,385
S1,0.2,1,C036,392
S1,0.2,1,C037,399
S1,0.2,1,C038,406
S1,0.2,1,C039,413
S1,0.2,1,C040,420
S1,0.2,1,C041,427
S1,0.2,1,C042,434
S1,0.2,1,C043,441
S1,0.2,1,C044,448
S1,0.2,1,C045,140
S1,0.2,1,C046,147
S1,0.2,1,C047,154
S1,0.2,1,C048,161
S1,0.2,1,C049,168
S1,0.2,1,C050,175
S1,0.2,1,C051,182
S1,0.2,1,C052,189
S1,0.2,1,C053,196
S1,0.2,1,C054,203
S1,0.2,1,C055,210
S1,0.2,1,C056,217
S1,0.2,1,C057,224
S1,0.2,1,C058,231
S1,0.2,1,C059,238
S1,0.2,1,C060,245
S1,0.2,1,C061,252
S1,0.2,1,C062,259
S1,0.2,1,C063,266
S1,0.2,1,C064,273
S1,0.2,1,C065,280
S1,0.2,1,C066,287
S1,0.2,1,C067,294
S1,0.2,1,C068,301
S1,0.2,1,C069,308
S1,0.2,1,C070,315
S1,0.2,1,C071,322
S1,0.2,1,C072,329
S1,0.2,1,C073,336
S1,0.2,1,C074,343
S1,0.2,1,C075,350
S1,0.2,1,C076,357
S1,0.2,1,C077,364
S1,0.2,1,C078,371
S1,0.2,1,C079,378
S1,0.2,1,C080,385
S1,0.2,1,C081,392
S1,0.2,1,C082,399
S1,0.2,1,C083,406
S1,0.2,1,C084,413
S1,0.2,1,C085,420
S1,0.2,1,C086,427
S1,0.2,1,C087,434
S1,0.2,1,C088,441
S1,0.2,1,C089,448
S1,0.2,1,C090,140
S1,0.2,1,C091,147
S1,0.2,1,C092,154
S1,0.2,1,C093,161
S1,0.2,1,C094,168
S1,0.2,1,C095,175
S1,0.2,1,C096,182
S1,0.2,1,C097,189
S1,0.2,1,C098,196
S1,0.2,1,C099,203
S1,0.2,1,C100,210
S1,0.2,1,C101,217
S1,0.2,1,C102,224
S1,0.2,1,C103,231
S1,0.2,1,C104,238
S1,0.2,1,C105,245
S1,0.2,1,C106,252
S1,0.2,1,C107,259
S1,0.2,1,C108,266
S1,0.2,1,C109,273
S1,0.2,1,C110,280
S1,0.2,1,C111,287
S1,0.2,1,C112,294
S1,0.2,1,C113,301
S1,0.2,1,C114,308
S1,0.2,1,C115,315
S1,0.2,1,C116,322
S1,0.2,1,C117,329
S1,0.2,1,C118,336
S1,0.2,1,C119,343
S1,0.2,1,C120,350
S1,0.2,1,C121,357
S1,0.2,1,C122,364
S1,0.2,1,C123,371
S1,0.2,1,C124,378
S1,0.2,1,C125,385
S1,0.2,1,C126,392
S1,0.2,1,C127,399
S1,0.2,1,C128,406
S1,0.2,1,C129,413
S1,0.2,1,C130,420
S1,0.2,1,C131,427
S1,0.2,1,C132,434
S1,0.2,1,C133,441
S1,0.2,1,C134,448
S1,0.2,1,C135,140
S1,0.2,1,C136,147
S1,0.2,1,C137,154
S1,0.2,1,C138,161
S1,0.2,1,C139,168
S1,0.2,1,C140,175
S1,0.2,2,C001,165
S1,0.2,2,C002,172
S1,0.2,2,C003,179
S1,0.2,2,C004,186
S1,0.2,2,C005,193
S1,0.2,2,C006,200
S1,0.2,2,C007,207
S1,0.2,2,C008,214
S1,0.2,2,C009,221
S1,0.2,2,C010,228
S1,0.2,2,C011,235
S1,0.2,2,C012,242
S1,0.2,2,C013,249
S1,0.2,2,C014,256
S1,0.2,2,C015,263
S1,0.2,2,C016,270
S1,0.2,2,C017,277
S1,0.2,2,C018,284
S1,0.2,2,C019,291
S1,0.2,2,C020,298
S1,0.2,2,C021,305
S1,0.2,2,C022,312
S1,0.2,2,C023,319
S1,0.2,2,C024,326
S1,0.2,2,C025,333
S1,0.2,2,C026,340
S1,0.2,2,C027,347
S1,0.2,2,C028,354
S1,0.2,2,C029,361
S1,0.2,2,C030,368
S1,0.2,2,C031,375
S1,0.2,2,C032,382
S1,0.2,2,C033,389
S1,0.2,2,C034,396
S1,0.2,2,C035,403
S1,0.2,2,C036,410
S1,0.2,2,C037,417
S1,0.2,2,C038,424
S1,0.2,2,C039,431
S1,0.2,2,C040,438
S1,0.2,2,C041,445
S1,0.2,2,C042,452
S1,0.2,2,C043,459
S1,0.2,2,C044,466
S1,0.2,2,C045,158
S1,0.2,2,C046,165
S1,0.2,2,C047,172
S1,0.2,2,C048,179
S1,0.2,2,C049,186
S1,0.2,2,C050,193
S1,0.2,2,C051,200
S1,0.2,2,C052,207
S1,0.2,2,C053,214
S1,0.2,2,C054,221
S1,0.2,2,C055,228
S1,0.2,2,C056,235
S1,0.2,2,C057,242
S1,0.2,2,C058,249
S1,0.2,2,C059,256
S1,0.2,2,C060,263
S1,0.2,2,C061,270
S1,0.2,2,C062,277
S1,0.2,2,C063,284
S1,0.2,2,C064,291
S1,0.2,2,C065,298
S1,0.2,2,C066,305
S1,0.2,2,C067,312
S1,0.2,2,C068,319
S1,0.2,2,C069,326
S1,0.2,2,C070,333
S1,0.2,2,C071,340
S1,0.2,2,C072,347
S1,0.2,2,C073,354
S1,0.2,2,C074,361
S1,0.2,2,C075,368
S1,0.2,2,C076,375
S1,0.2,2,C077,382
S1,0.2,2,C078,389
S1,0.2,2,C079,396
S1,0.2,2,C080,403
S1,0.2,2,C081,410
S1,0.2,2,C082,417
S1,0.2,2,C083,424
S1,0.2,2,C084,431
S1,0.2,2,C085,438
S1,0.2,2,C086,445
S1,0.2,2,C087,452
S1,0.2,2,C088,459
S1,0.2,2,C089,466
S1,0.2,2,C090,158
S1,0.2,2,C091,165
S1,0.2,2,C092,172
S1,0.2,2,C093,179
S1,0.2,2,C094,186
S1,0.2,2,C095,193
S1,0.2,2,C096,200
S1,0.2,2,C097,207
S1,0.2,2,C098,214
S1,0.2,2,C099,221
S1,0.2,2,C100,228
S1,0.2,2,C101,235
S1,0.2,2,C102,242
S1,0.2,2,C103,249
S1,0.2,2,C104,256
S1,0.2,2,C105,263
S1,0.2,2,C106,270
S1,0.2,2,C107,277
S1,0.2,2,C108,284
S1,0.2,2,C109,291
S1,0.2,2,C110,298
S1,0.2,2,C111,305
S1,0.2,2,C112,312
S1,0.2,2,C113,319
S1,0.2,2,C114,326
S1,0.2,2,C115,333
S1,0.2,2,C116,340
S1,0.2,2,C117,347
S1,0.2,2,C118,354
S1,0.2,2,C119,361
S1,0.2,2,C120,368
S1,0.2,2,C121,375
S1,0.2,2,C122,382
S1,0.2,2,C123,389
S1,0.2,2,C124,396
S1,0.2,2,C125,403
S1,0.2,2,C126,410
S1,0.2,2,C127,417
S1,0.2,2,C128,424
S1,0.2,2,C129,431
S1,0.2,2,C130,438
S1,0.2,2,C131,445
S1,0.2,2,C132,452
S1,0.2,2,C133,459
S1,0.2,2,C134,466
S1,0.2,2,C135,158
S1,0.2,2,C136,165
S1,0.2,2,C137,172
S1,0.2,2,C138,179
S1,0.2,2,C139,186
S1,0.2,2,C140,193
S1,0.2,3,C001,183
S1,0.2,3,C002,190
S1,0.2,3,C003,197
S1,0.2,3,C004,204
S1,0.2,3,C005,211
S1,0.2,3,C006,218
S1,0.2,3,C007,225
S1,0.2,3,C008,232
S1,0.2,3,C009,239
S1,0.2,3,C010,246
S1,0.2,3,C011,253
S1,0.2,3,C012,260
S1,0.2,3,C013,267
S1,0.2,3,C014,274
S1,0.2,3,C015,281
S1,0.2,3,C016,288
S1,0.2,3,C017,295
S1,0.2,3,C018,302
S1,0.2,3,C019,309
S1,0.2,3,C020,316
S1,0.2,3,C021,323
S1,0.2,3,C022,330
S1,0.2,3,C023,337
S1,0.2,3,C024,344
S1,0.2,3,C025,351
S1,0.2,3,C026,358
S1,0.2,3,C027,365
S1,0.2,3,C028,372
S1,0.2,3,C029,379
S1,0.2,3,C030,386
S1,0.2,3,C031,393
S1,0.2,3,C032,400
S1,0.2,3,C033,407
S1,0.2,3,C034,414
S1,0.2,3,C035,421
S1,0.2,3,C036,428
S1,0.2,3,C037,435
S1,0.2,3,C038,442
S1,0.2,3,C039,449
S1,0.2,3,C040,456
S1,0.2,3,C041,463
S1,0.2,3,C042,470
S1,0.2,3,C043,477
S1,0.2,3,C044,484
S1,0.2,3,C045,176
S1,0.2,3,C046,183
S1,0.2,3,C047,190
S1,0.2,3,C048,197
S1,0.2,3,C049,204
S1,0.2,3,C050,211
S1,0.2,3,C051,218
S1,0.2,3,C052,225
S1,0.2,3,C053,232
S1,0.2,3,C054,239
S1,0.2,3,C055,246
S1,0.2,3,C056,253
S1,0.2,3,C057,260
S1,0.2,3,C058,267
S1,0.2,3,C059,274
S1,0.2,3,C060,281
S1,0.2,3,C061,288
S1,0.2,3,C062,295
S1,0.2,3,C063,302
S1,0.2,3,C064,309
S1,0.2,3,C065,316
S1,0.2,3,C066,323
S1,0.2,3,C067,330
S1,0.2,3,C068,337
S1,0.2,3,C069,344
S1,0.2,3,C070,351
S1,0.2,3,C071,358
S1,0.2,3,C072,365
S1,0.2,3,C073,372
S1,0.2,3,C074,379
S1,0.2,3,C075,386
S1,0.2,3,C076,393
S1,0.2,3,C077,400
S1,0.2,3,C078,407
S1,0.2,3,C079,414
S1,0.2,3,C080,421
S1,0.2,3,C081,428
S1,0.2,3,C082,435
S1,0.2,3,C083,442
S1,0.2,3,C084,449
S1,0.2,3,C085,456
S1,0.2,3,C086,463
S1,0.2,3,C087,470
S1,0.2,3,C088,477
S1,0.2,3,C089,484
S1,0.2,3,C090,176
S1,0.2,3,C091,183
S1,0.2,3,C092,190
S1,0.2,3,C093,197
S1,0.2,3,C094,204
S1,0.2,3,C095,211
S1,0.2,3,C096,218
S1,0.2,3,C097,225
S1,0.2,3,C098,232
S1,0.2,3,C099,239
S1,0.2,3,C100,246
S1,0.2,3,C101,253
S1,0.2,3,C102,260
S1,0.2,3,C103,267
S1,0.2,3,C104,274
S1,0.2,3,C105,281
S1,0.2,3,C106,288
S1,0.2,3,C107,295
S1,0.2,3,C108,302
S1,0.2,3,C109,309
S1,0.2,3,C110,316
S1,0.2,3,C111,323
S1,0.2,3,C112,330
S1,0.2,3,C113,337
S1,0.2,3,C114,344
S1,0.2,3,C115,351
S1,0.2,3,C116,358
S1,0.2,3,C117,365
S1,0.2,3,C118,372
S1,0.2,3,C119,379
S1,0.2,3,C120,386
S1,0.2,3,C121,393
S1,0.2,3,C122,400
S1,0.2,3,C123,407
S1,0.2,3,C124,414
S1,0.2,3,C125,421
S1,0.2,3,C126,428
S1,0.2,3,C127,435
S1,0.2,3,C128,442
S1,0.2,3,C129,449
S1,0.2,3,C130,456
S1,0.2,3,C131,463
S1,0.2,3,C132,470
S1,0.2,3,C133,477
S1,0.2,3,C134,484
S1,0.2,3,C135,176
S1,0.2,3,C136,183
S1,0.2,3,C137,190
S1,0.2,3,C138,197
S1,0.2,3,C139,204
S1,0.2,3,C140,211
S2,0.2,1,C001,163
S2,0.2,1,C002,170
S2,0.2,1,C003,177
S2,0.2,1,C004,184
S2,0.2,1,C005,191
S2,0.2,1,C006,198
S2,0.2,1,C007,205
S2,0.2,1,C008,212
S2,0.2,1,C009,219
S2,0.2,1,C010,226
S2,0.2,1,C011,233
S2,0.2,1,C012,240
S2,0.2,1,C013,247
S2,0.2,1,C014,254
S2,0.2,1,C015,261
S2,0.2,1,C016,268
S2,0.2,1,C017,275
S2,0.2,1,C018,282
S2,0.2,1,C019,289
S2,0.2,1,C020,296
S2,0.2,1,C021,303
S2,0.2,1,C022,310
S2,0.2,1,C023,317
S2,0.2,1,C024,324
S2,0.2,1,C025,331
S2,0.2,1,C026,338
S2,0.2,1,C027,345
S2,0.2,1,C028,352
S2,0.2,1,C029,359
S2,0.2,1,C030,366
S2,0.2,1,C031,373
S2,0.2,1,C032,380
S2,0.2,1,C033,387
S2,0.2,1,C034,394
S2,0.2,1,C035,401
S2,0.2,1,C036,408
S2,0.2,1,C037,415
S2,0.2,1,C038,422
S2,0.2,1,C039,429
S2,0.2,1,C040,436
S2,0.2,1,C041,443
S2,0.2,1,C042,450
S2,0.2,1,C043,457
S2,0.2,1,C044,464
S2,0.2,1,C045,156
S2,0.2,1,C046,163
S2,0.2,1,C047,170
S2,0.2,1,C048,177
S2,0.2,1,C049,184
S2,0.2,1,C050,191
S2,0.2,1,C051,198
S2,0.2,1,C052,205
S2,0.2,1,C053,212
S2,0.2,1,C054,219
S2,0.2,1,C055,226
S2,0.2,1,C056,233
S2,0.2,1,C057,240
S2,0.2,1,C058,247
S2,0.2,1,C059,254
S2,0.2,1,C060,261
S2,0.2,1,C061,268
S2,0.2,1,C062,275
S2,0.2,1,C063,282
S2,0.2,1,C064,289
S2,0.2,1,C065,296
S2,0.2,1,C066,303
S2,0.2,1,C067,310
S2,0.2,1,C068,317
S2,0.2,1,C069,324
S2,0.2,1,C070,331
S2,0.2,1,C071,338
S2,0.2,1,C072,345
S2,0.2,1,C073,352
S2,0.2,1,C074,359
S2,0.2,1,C075,366
S2,0.2,1,C076,373
S2,0.2,1,C077,380
S2,0.2,1,C078,387
S2,0.2,1,C079,394
S2,0.2,1,C080,401
S2,0.2,1,C081,408
S2,0.2,1,C082,415
S2,0.2,1,C083,422
S2,0.2,1,C084,429
S2,0.2,1,C085,436
S2,0.2,1,C086,443
S2,0.2,1,C087,450
S2,0.2,1,C088,457
S2,0.2,1,C089,464
S2,0.2,1,C090,156
S2,0.2,1,C091,163
S2,0.2,1,C092,170
S2,0.2,1,C093,177
S2,0.2,1,C094,184
S2,0.2,1,C095,191
S2,0.2,1,C096,198
S2,0.2,1,C097,205
S2,0.2,1,C098,212
S2,0.2,1,C099,219
S2,0.2,1,C100,226
S2,0.2,1,C101,233
S2,0.2,1,C102,240
S2,0.2,1,C103,247
S2,0.2,1,C104,254
S2,0.2,1,C105,261
S2,0.2,1,C106,268
S2,0.2,1,C107,275
S2,0.2,1,C108,282
S2,0.2,1,C109,289
S2,0.2,1,C110,296
S2,0.2,1,C111,303
S2,0.2,1,C112,310
S2,0.2,1,C113,317
S2,0.2,1,C114,324
S2,0.2,1,C115,331
S2,0.2,1,C116,338
S2,0.2,1,C117,345
S2,0.2,1,C118,352
S2,0.2,1,C119,359
S2,0.2,1,C120,366
S2,0.2,1,C121,373
S2,0.2,1,C122,380
S2,0.2,1,C123,387
S2,0.2,1,C124,394
S2,0.2,1,C125,401
S2,0.2,1,C126,408
S2,0.2,1,C127,415
S2,0.2,1,C128,422
S2,0.2,1,C129,429
S2,0.2,1,C130,436
S2,0.2,1,C131,443
S2,0.2,1,C132,450
S2,0.2,1,C133,457
S2,0.2,1,C134,464
S2,0.2,1,C135,156
S2,0.2,1,C136,163
S2,0.2,1,C137,170
S2,0.2,1,C138,177
S2,0.2,1,C139,184
S2,0.2,1,C140,191
S2,0.2,2,C001,181
S2,0.2,2,C002,188
S2,0.2,2,C003,195
S2,0.2,2,C004,202
S2,0.2,2,C005,209
S2,0.2,2,C006,216
S2,0.2,2,C007,223
S2,0.2,2,C008,230
S2,0.2,2,C009,237
S2,0.2,2,C010,244
S2,0.2,2,C011,251
S2,0.2,2,C012,258
S2,0.2,2,C013,265
S2,0.2,2,C014,272
S2,0.2,2,C015,279
S2,0.2,2,C016,286
S2,0.2,2,C017,293
S2,0.2,2,C018,300
S2,0.2,2,C019,307
S2,0.2,2,C020,314
S2,0.2,2,C021,321
S2,0.2,2,C022,328
S2,0.2,2,C023,335
S2,0.2,2,C024,342
S2,0.2,2,C025,349
S2,0.2,2,C026,356
S2,0.2,2,C027,363
S2,0.2,2,C028,370
S2,0.2,2,C029,377
S2,0.2,2,C030,384
S2,0.2,2,C031,391
S2,0.2,2,C032,398
S2,0.2,2,C033,405
S2,0.2,2,C034,412
S2,0.2,2,C035,419
S2,0.2,2,C036,426
S2,0.2,2,C037,433
S2,0.2,2,C038,440
S2,0.2,2,C039,447
S2,0.2,2,C040,454
S2,0.2,2,C041,461
S2,0.2,2,C042,468
S2,0.2,2,C043,475
S2,0.2,2,C044,482
S2,0.2,2,C045,174
S2,0.2,2,C046,181
S2,0.2,2,C047,188
S2,0.2,2,C048,195
S2,0.2,2,C049,202
S2,0.2,2,C050,209
S2,0.2,2,C051,216
S2,0.2,2,C052,223
S2,0.2,2,C053,230
S2,0.2,2,C054,237
S2,0.2,2,C055,244
S2,0.2,2,C056,251
S2,0.2,2,C057,258
S2,0.2,2,C058,265
S2,0.2,2,C059,272
S2,0.2,2,C060,279
S2,0.2,2,C061,286
S2,0.2,2,C062,293
S2,0.2,2,C063,300
S2,0.2,2,C064,307
S2,0.2,2,C065,314
S2,0.2,2,C066,321
S2,0.2,2,C067,328
S2,0.2,2,C068,335
S2,0.2,2,C069,342
S2,0.2,2,C070,349
S2,0.2,2,C071,356
S2,0.2,2,C072,363
S2,0.2,2,C073,370
S2,0.2,2,C074,377
S2,0.2,2,C075,384
S2,0.2,2,C076,391
S2,0.2,2,C077,398
S2,0.2,2,C078,405
S2,0.2,2,C079,412
S2,0.2,2,C080,419
S2,0.2,2,C081,426
S2,0.2,2,C082,433
S2,0.2,2,C083,440
S2,0.2,2,C084,447
S2,0.2,2,C085,454
S2,0.2,2,C086,461
S2,0.2,2,C087,468
S2,0.2,2,C088,475
S2,0.2,2,C089,482
S2,0.2,2,C090,174
S2,0.2,2,C091,181
S2,0.2,2,C092,188
S2,0.2,2,C093,195
S2,0.2,2,C094,202
S2,0.2,2,C095,209
S2,0.2,2,C096,216
S2,0.2,2,C097,223
S2,0.2,2,C098,230
S2,0.2,2,C099,237
S2,0.2,2,C100,244
S2,0.2,2,C101,251
S2,0.2,2,C102,258
S2,0.2,2,C103,265
S2,0.2,2,C104,272
S2,0.2,2,C105,279
S2,0.2,2,C106,286
S2,0.2,2,C107,293
S2,0.2,2,C108,300
S2,0.2,2,C109,307
S2,0.2,2,C110,314
S2,0.2,2,C111,321
S2,0.2,2,C112,328
S2,0.2,2,C113,335
S2,0.2,2,C114,342
S2,0.2,2,C115,349
S2,0.2,2,C116,356
S2,0.2,2,C117,363
S2,0.2,2,C118,370
S2,0.2,2,C119,377
S2,0.2,2,C120,384
S2,0.2,2,C121,391
S2,0.2,2,C122,398
S2,0.2,2,C123,405
S2,0.2,2,C124,412
S2,0.2,2,C125,419
S2,0.2,2,C126,426
S2,0.2,2,C127,433
S2,0.2,2,C128,440
S2,0.2,2,C129,447
S2,0.2,2,C130,454
S2,0.2,2,C131,461
S2,0.2,2,C132,468
S2,0.2,2,C133,475
S2,0.2,2,C134,482
S2,0.2,2,C135,174
S2,0.2,2,C136,181
S2,0.2,2,C137,188
S2,0.2,2,C138,195
